# LocalTime, JulianDay, AmbientC, PrimaryC, SecondaryC, M3C, BackplateC
2019-09-17 17:31:36.5, 2458744.521951, 20.1, 23.0, 21.5, 23.2, 22.6
2019-09-17 17:31:46.5, 2458744.522067, 20.0, 22.9, 21.5, 23.3, 22.6
2019-09-17 17:31:56.5, 2458744.522182, 20.0, 22.9, 21.5, 23.3, 22.6
2019-09-17 17:32:06.5, 2458744.522298, 20.0, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:32:16.5, 2458744.522414, 20.0, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:32:26.5, 2458744.522530, 20.0, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:32:36.5, 2458744.522645, 19.9, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:32:46.5, 2458744.522761, 19.9, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:32:56.5, 2458744.522877, 19.9, 22.9, 21.4, 23.2, 22.6
2019-09-17 17:33:06.5, 2458744.522993, 19.8, 22.9, 21.5, 23.2, 22.6
2019-09-17 17:33:16.5, 2458744.523108, 19.8, 22.9, 21.4, 23.2, 22.6
2019-09-17 17:33:26.5, 2458744.523224, 19.8, 22.9, 21.4, 23.2, 22.6
2019-09-17 17:33:36.6, 2458744.523340, 19.8, 22.9, 21.3, 23.2, 22.6
2019-09-17 17:33:46.5, 2458744.523456, 19.8, 22.9, 21.4, 23.2, 22.6
2019-09-17 17:33:56.5, 2458744.523571, 19.8, 22.8, 21.3, 23.2, 22.6
2019-09-17 17:34:06.5, 2458744.523687, 19.7, 22.9, 21.3, 23.2, 22.6
2019-09-17 17:34:16.5, 2458744.523803, 19.6, 22.8, 21.3, 23.2, 22.5
2019-09-17 17:34:26.5, 2458744.523919, 19.6, 22.8, 21.3, 23.2, 22.5
2019-09-17 17:34:36.5, 2458744.524034, 19.6, 22.8, 21.3, 23.2, 22.5
2019-09-17 17:34:46.5, 2458744.524150, 19.6, 22.8, 21.3, 23.2, 22.5
2019-09-17 17:34:56.5, 2458744.524266, 19.6, 22.8, 21.3, 23.2, 22.5
2019-09-17 17:35:06.5, 2458744.524382, 19.5, 22.8, 21.3, 23.1, 22.5
2019-09-17 17:35:16.5, 2458744.524497, 19.5, 22.8, 21.2, 23.2, 22.5
2019-09-17 17:35:26.5, 2458744.524613, 19.5, 22.8, 21.2, 23.1, 22.5
2019-09-17 17:35:36.5, 2458744.524729, 19.5, 22.8, 21.2, 23.2, 22.5
2019-09-17 17:35:46.5, 2458744.524845, 19.4, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:35:56.5, 2458744.524960, 19.4, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:06.5, 2458744.525076, 19.4, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:16.5, 2458744.525192, 19.3, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:26.5, 2458744.525307, 19.3, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:36.5, 2458744.525423, 19.3, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:46.5, 2458744.525539, 19.3, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:36:56.5, 2458744.525655, 19.3, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:06.5, 2458744.525770, 19.2, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:16.5, 2458744.525886, 19.2, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:26.5, 2458744.526002, 19.1, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:36.5, 2458744.526118, 19.1, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:46.5, 2458744.526234, 19.1, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:37:56.6, 2458744.526350, 19.1, 22.8, 21.1, 23.1, 22.5
2019-09-17 17:38:06.5, 2458744.526465, 19.1, 22.8, 21.0, 23.1, 22.5
2019-09-17 17:38:16.5, 2458744.526581, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:38:26.5, 2458744.526696, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:38:36.6, 2458744.526813, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:38:46.6, 2458744.526928, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:38:56.5, 2458744.527044, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:39:06.5, 2458744.527159, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:39:16.5, 2458744.527275, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:39:26.7, 2458744.527393, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:39:36.6, 2458744.527507, 19.0, 22.7, 21.0, 23.1, 22.4
2019-09-17 17:39:46.5, 2458744.527622, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:39:56.5, 2458744.527738, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:40:06.6, 2458744.527854, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:40:16.5, 2458744.527970, 19.0, 22.8, 21.0, 23.1, 22.4
2019-09-17 17:40:26.5, 2458744.528085, 19.0, 22.8, 20.9, 23.1, 22.4
2019-09-17 17:40:36.5, 2458744.528201, 19.0, 22.8, 20.9, 23.1, 22.4
2019-09-17 17:40:46.6, 2458744.528317, 19.0, 22.7, 20.9, 23.1, 22.4
2019-09-17 17:40:56.8, 2458744.528436, 19.0, 22.8, 20.9, 23.0, 22.4
2019-09-17 17:41:06.5, 2458744.528548, 19.0, 22.8, 20.8, 23.1, 22.4
2019-09-17 17:41:16.5, 2458744.528664, 19.0, 22.7, 20.8, 23.1, 22.3
2019-09-17 17:41:26.5, 2458744.528780, 19.0, 22.8, 20.8, 23.0, 22.4
2019-09-17 17:41:36.5, 2458744.528896, 19.0, 22.7, 20.8, 23.0, 22.4
2019-09-17 17:41:46.5, 2458744.529011, 19.0, 22.8, 20.8, 23.0, 22.3
2019-09-17 17:41:56.5, 2458744.529127, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:42:06.5, 2458744.529243, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:42:16.6, 2458744.529359, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:42:26.5, 2458744.529474, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:42:36.7, 2458744.529592, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:43:04.9, 2458744.529918, 18.9, 22.6, 20.8, 23.0, 22.3
2019-09-17 17:43:09.2, 2458744.529968, 18.9, 22.6, 20.7, 23.0, 22.3
2019-09-17 17:43:11.2, 2458744.529991, 18.9, 22.6, 20.8, 23.0, 22.3
2019-09-17 17:43:16.5, 2458744.530053, 18.9, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:43:26.5, 2458744.530169, 18.9, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:43:36.5, 2458744.530284, 19.0, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:43:46.6, 2458744.530401, 18.9, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:43:56.5, 2458744.530516, 18.9, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:44:06.5, 2458744.530632, 18.9, 22.7, 20.7, 23.0, 22.3
2019-09-17 17:44:16.5, 2458744.530747, 18.9, 22.7, 20.8, 23.0, 22.3
2019-09-17 17:44:26.5, 2458744.530863, 18.9, 22.6, 20.7, 23.0, 22.3
2019-09-17 17:44:36.6, 2458744.530979, 18.9, 22.7, 20.7, 23.0, 22.3
2019-09-17 17:44:46.5, 2458744.531095, 18.9, 22.7, 20.7, 23.0, 22.3
2019-09-17 17:44:56.5, 2458744.531210, 18.8, 22.7, 20.7, 23.0, 22.3
2019-09-17 17:45:06.5, 2458744.531326, 18.8, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:45:16.5, 2458744.531442, 18.8, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:45:26.5, 2458744.531558, 18.8, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:45:36.5, 2458744.531673, 18.8, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:45:46.5, 2458744.531789, 18.9, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:45:56.5, 2458744.531905, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:46:06.5, 2458744.532021, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:46:16.5, 2458744.532136, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:46:26.5, 2458744.532252, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:46:36.5, 2458744.532368, 18.8, 22.7, 20.6, 23.0, 22.3
2019-09-17 17:46:46.5, 2458744.532484, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:46:56.5, 2458744.532599, 18.8, 22.6, 20.6, 23.0, 22.2
2019-09-17 17:47:06.5, 2458744.532715, 18.8, 22.6, 20.6, 22.9, 22.2
2019-09-17 17:47:16.6, 2458744.532831, 18.8, 22.6, 20.6, 23.0, 22.3
2019-09-17 17:47:26.5, 2458744.532947, 18.8, 22.6, 20.5, 22.9, 22.3
2019-09-17 17:47:36.5, 2458744.533062, 18.8, 22.6, 20.6, 22.9, 22.2
2019-09-17 17:47:46.5, 2458744.533178, 18.8, 22.6, 20.6, 22.9, 22.2
2019-09-17 17:48:06.6, 2458744.533410, 18.7, 22.5, 20.6, 22.9, 22.2
2019-09-17 17:48:09.6, 2458744.533445, 18.7, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:48:16.5, 2458744.533525, 18.7, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:48:26.5, 2458744.533641, 18.7, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:48:36.5, 2458744.533757, 18.7, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:48:46.5, 2458744.533873, 18.7, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:48:56.5, 2458744.533988, 18.7, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:49:06.5, 2458744.534104, 18.7, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:49:16.5, 2458744.534220, 18.6, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:49:26.5, 2458744.534335, 18.6, 22.6, 20.5, 22.9, 22.2
2019-09-17 17:49:36.7, 2458744.534453, 18.6, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:49:46.5, 2458744.534567, 18.6, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:49:56.5, 2458744.534683, 18.6, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:50:06.5, 2458744.534798, 18.6, 22.6, 20.5, 22.9, 22.1
2019-09-17 17:50:16.5, 2458744.534914, 18.6, 22.6, 20.4, 22.8, 22.1
2019-09-17 17:50:26.5, 2458744.535030, 18.6, 22.6, 20.4, 22.8, 22.1
2019-09-17 17:50:36.5, 2458744.535146, 18.6, 22.6, 20.4, 22.8, 22.1
2019-09-17 17:50:46.5, 2458744.535261, 18.6, 22.5, 20.4, 22.8, 22.1
2019-09-17 17:50:56.5, 2458744.535377, 18.5, 22.5, 20.4, 22.8, 22.1
2019-09-17 17:51:06.6, 2458744.535493, 18.5, 22.5, 20.4, 22.8, 22.1
2019-09-17 17:51:16.5, 2458744.535609, 18.5, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:51:26.5, 2458744.535724, 18.5, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:51:36.5, 2458744.535840, 18.5, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:51:46.5, 2458744.535956, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:51:56.5, 2458744.536072, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:06.5, 2458744.536187, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:16.5, 2458744.536303, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:26.5, 2458744.536419, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:36.5, 2458744.536535, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:46.5, 2458744.536650, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:52:56.5, 2458744.536766, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:53:06.5, 2458744.536882, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:53:16.5, 2458744.536998, 18.4, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:53:26.5, 2458744.537113, 18.3, 22.5, 20.3, 22.8, 22.1
2019-09-17 17:53:36.5, 2458744.537229, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:53:46.5, 2458744.537345, 18.3, 22.5, 20.2, 22.8, 22.1
2019-09-17 17:53:56.6, 2458744.537461, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:06.5, 2458744.537576, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:16.5, 2458744.537692, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:26.5, 2458744.537808, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:36.5, 2458744.537923, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:46.6, 2458744.538040, 18.3, 22.5, 20.2, 22.8, 22.0
2019-09-17 17:54:56.5, 2458744.538155, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:06.5, 2458744.538271, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:16.5, 2458744.538386, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:26.5, 2458744.538502, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:36.5, 2458744.538618, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:46.5, 2458744.538734, 18.3, 22.5, 20.1, 22.8, 22.0
2019-09-17 17:55:56.5, 2458744.538849, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:06.6, 2458744.538965, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:16.5, 2458744.539081, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:26.5, 2458744.539197, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:36.5, 2458744.539312, 18.2, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:46.5, 2458744.539428, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:56:56.5, 2458744.539544, 18.3, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:57:06.5, 2458744.539660, 18.2, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:57:16.5, 2458744.539775, 18.2, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:57:26.5, 2458744.539891, 18.2, 22.5, 20.1, 22.7, 22.0
2019-09-17 17:57:36.5, 2458744.540007, 18.2, 22.5, 20.0, 22.7, 22.0
2019-09-17 17:57:46.5, 2458744.540123, 18.2, 22.5, 20.0, 22.7, 21.9
2019-09-17 17:57:56.5, 2458744.540238, 18.2, 22.4, 20.0, 22.7, 22.0
2019-09-17 17:58:06.5, 2458744.540354, 18.1, 22.4, 20.0, 22.7, 21.9
2019-09-17 17:58:16.6, 2458744.540470, 18.1, 22.4, 20.0, 22.7, 21.9
2019-09-17 17:58:26.5, 2458744.540585, 18.1, 22.5, 20.0, 22.7, 22.0
2019-09-17 17:58:36.5, 2458744.540701, 18.1, 22.4, 20.0, 22.6, 21.9
2019-09-17 17:58:46.5, 2458744.540817, 18.1, 22.4, 20.0, 22.6, 21.9
2019-09-17 17:58:56.6, 2458744.540933, 18.1, 22.4, 20.0, 22.6, 21.9
2019-09-17 17:59:06.5, 2458744.541048, 18.1, 22.4, 20.0, 22.7, 21.9
2019-09-17 17:59:16.5, 2458744.541164, 18.0, 22.4, 20.0, 22.6, 21.9
2019-09-17 17:59:26.6, 2458744.541280, 18.0, 22.4, 20.0, 22.6, 21.9
2019-09-17 17:59:36.5, 2458744.541396, 18.0, 22.3, 20.0, 22.6, 21.9
2019-09-17 17:59:46.6, 2458744.541512, 18.0, 22.3, 19.9, 22.6, 21.9
2019-09-17 17:59:56.5, 2458744.541627, 18.0, 22.3, 19.9, 22.6, 21.9
2019-09-17 18:00:06.5, 2458744.541743, 18.0, 22.3, 19.9, 22.6, 21.9
2019-09-17 18:00:16.5, 2458744.541859, 18.0, 22.4, 19.9, 22.6, 21.8
2019-09-17 18:00:26.6, 2458744.541975, 18.0, 22.4, 19.9, 22.6, 21.9
2019-09-17 18:00:36.6, 2458744.542090, 18.0, 22.4, 19.9, 22.6, 21.8
2019-09-17 18:00:46.5, 2458744.542206, 18.0, 22.3, 19.9, 22.6, 21.8
2019-09-17 18:00:56.5, 2458744.542321, 18.0, 22.3, 19.9, 22.6, 21.8
2019-09-17 18:01:06.6, 2458744.542438, 18.0, 22.4, 19.9, 22.6, 21.8
2019-09-17 18:01:16.5, 2458744.542553, 18.0, 22.3, 19.9, 22.6, 21.8
2019-09-17 18:01:26.5, 2458744.542669, 17.9, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:01:36.5, 2458744.542785, 17.9, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:01:46.5, 2458744.542900, 17.9, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:01:56.5, 2458744.543016, 17.9, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:06.5, 2458744.543132, 17.9, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:16.5, 2458744.543247, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:26.5, 2458744.543363, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:36.5, 2458744.543479, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:46.6, 2458744.543595, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:02:56.5, 2458744.543711, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:03:06.6, 2458744.543826, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:03:16.6, 2458744.543943, 17.8, 22.3, 19.7, 22.6, 21.8
2019-09-17 18:03:26.5, 2458744.544058, 17.8, 22.3, 19.8, 22.6, 21.8
2019-09-17 18:03:36.5, 2458744.544174, 17.8, 22.3, 19.7, 22.6, 21.8
2019-09-17 18:03:46.6, 2458744.544289, 17.8, 22.3, 19.7, 22.6, 21.8
2019-09-17 18:03:56.6, 2458744.544405, 17.8, 22.3, 19.7, 22.6, 21.8
2019-09-17 18:04:06.6, 2458744.544522, 17.8, 22.3, 19.7, 22.5, 21.8
2019-09-17 18:04:16.6, 2458744.544637, 17.8, 22.3, 19.7, 22.5, 21.8
2019-09-17 18:04:26.6, 2458744.544753, 17.8, 22.3, 19.7, 22.6, 21.8
2019-09-17 18:04:36.6, 2458744.544869, 17.8, 22.3, 19.7, 22.5, 21.8
2019-09-17 18:04:46.6, 2458744.544984, 17.8, 22.3, 19.6, 22.5, 21.8
2019-09-17 18:04:56.6, 2458744.545100, 17.7, 22.3, 19.6, 22.5, 21.8
2019-09-17 18:05:06.6, 2458744.545215, 17.7, 22.3, 19.6, 22.5, 21.8
2019-09-17 18:05:16.6, 2458744.545331, 17.7, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:05:26.6, 2458744.545447, 17.7, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:05:36.6, 2458744.545563, 17.6, 22.3, 19.6, 22.5, 21.8
2019-09-17 18:05:46.6, 2458744.545678, 17.6, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:05:56.6, 2458744.545795, 17.6, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:06:06.6, 2458744.545910, 17.6, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:06:16.6, 2458744.546026, 17.6, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:06:26.6, 2458744.546142, 17.6, 22.3, 19.6, 22.5, 21.7
2019-09-17 18:06:36.6, 2458744.546257, 17.6, 22.3, 19.5, 22.5, 21.7
2019-09-17 18:06:46.6, 2458744.546374, 17.6, 22.3, 19.5, 22.5, 21.7
2019-09-17 18:06:56.6, 2458744.546489, 17.6, 22.3, 19.5, 22.5, 21.7
2019-09-17 18:07:06.6, 2458744.546605, 17.6, 22.3, 19.5, 22.5, 21.7
2019-09-17 18:07:16.6, 2458744.546720, 17.6, 22.3, 19.5, 22.5, 21.7
2019-09-17 18:07:26.6, 2458744.546836, 17.5, 22.2, 19.5, 22.5, 21.7
2019-09-17 18:07:36.6, 2458744.546952, 17.5, 22.2, 19.5, 22.5, 21.6
2019-09-17 18:07:46.6, 2458744.547067, 17.5, 22.2, 19.5, 22.5, 21.7
2019-09-17 18:07:56.6, 2458744.547183, 17.5, 22.2, 19.5, 22.5, 21.7
2019-09-17 18:08:06.6, 2458744.547299, 17.5, 22.2, 19.5, 22.5, 21.6
2019-09-17 18:08:16.6, 2458744.547415, 17.5, 22.2, 19.5, 22.5, 21.6
2019-09-17 18:08:26.6, 2458744.547530, 17.5, 22.2, 19.4, 22.5, 21.7
2019-09-17 18:08:36.6, 2458744.547646, 17.5, 22.2, 19.5, 22.5, 21.6
2019-09-17 18:08:46.6, 2458744.547762, 17.5, 22.2, 19.4, 22.5, 21.6
2019-09-17 18:08:56.6, 2458744.547878, 17.5, 22.2, 19.4, 22.5, 21.6
2019-09-17 18:09:06.6, 2458744.547993, 17.5, 22.2, 19.4, 22.5, 21.6
2019-09-17 18:09:16.6, 2458744.548109, 17.5, 22.2, 19.4, 22.4, 21.6
2019-09-17 18:09:26.6, 2458744.548225, 17.5, 22.2, 19.4, 22.4, 21.6
2019-09-17 18:09:36.6, 2458744.548341, 17.4, 22.2, 19.4, 22.4, 21.6
2019-09-17 18:09:46.6, 2458744.548456, 17.4, 22.2, 19.3, 22.4, 21.6
2019-09-17 18:09:56.6, 2458744.548572, 17.4, 22.1, 19.3, 22.4, 21.6
2019-09-17 18:10:06.6, 2458744.548688, 17.4, 22.2, 19.3, 22.5, 21.6
2019-09-17 18:10:43.7, 2458744.549118, 17.3, 22.1, 19.3, 21.6, 21.6
2019-09-17 18:10:45.9, 2458744.549143, 21.3, 21.6, 21.6, 21.6, 21.6
2019-09-17 18:10:46.6, 2458744.549151, 21.3, 21.6, 21.6, 21.6, 21.6
2019-09-17 18:10:56.6, 2458744.549267, 17.3, 22.1, 19.3, 22.4, 21.5
2019-09-17 18:11:06.6, 2458744.549383, 17.3, 22.1, 19.3, 22.3, 21.6
2019-09-17 18:11:16.6, 2458744.549498, 17.3, 22.1, 19.3, 22.3, 21.6
2019-09-17 18:11:26.6, 2458744.549614, 17.3, 22.1, 19.2, 22.4, 21.6
2019-09-17 18:11:36.6, 2458744.549730, 17.3, 22.1, 19.2, 22.4, 21.5
2019-09-17 18:11:46.6, 2458744.549846, 17.3, 22.1, 19.2, 22.3, 21.6
2019-09-17 18:11:56.6, 2458744.549961, 17.3, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:12:06.6, 2458744.550077, 17.3, 22.1, 19.2, 22.3, 21.6
2019-09-17 18:12:16.6, 2458744.550192, 17.2, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:12:26.6, 2458744.550308, 17.2, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:12:36.6, 2458744.550425, 17.2, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:12:46.6, 2458744.550540, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:12:56.6, 2458744.550656, 17.1, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:13:06.6, 2458744.550771, 17.1, 22.1, 19.2, 22.3, 21.5
2019-09-17 18:13:16.7, 2458744.550888, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:13:26.6, 2458744.551003, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:13:37.1, 2458744.551124, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:13:46.6, 2458744.551234, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:13:56.6, 2458744.551350, 17.1, 22.1, 19.1, 22.3, 21.5
2019-09-17 18:14:06.6, 2458744.551466, 17.0, 22.1, 19.1, 22.3, 21.5
